000001000001000001000
011111010111011101010
000000010001010101010
011111111101010101010
000100000101010100010
110111010101010111110
000000010101000001000
011111110101111101010
010001000100010001010
110101110111010111010
000100010101000001010
011111011101111101010
010001010001000101010
011101010111010101011
000101000100010101000
110101111101110111110
000100000001010001000
011111111101011101010
000000010001000001010
111111010111011111010
000000000100000000010
(5,-300),	(5,-270),	(5,-240),	(5,-210),	(5,-180),	(5,-150),	(5,-120),	(5,-90),	(5,-60),	(5,-30),	(5,0),	(5,30),	(5,60),	(5,90),	(5,120),	(5,150),	(5,180),	(5,210),	(5,240),	(5,270),	(5,300),	
(35,-300),	(35,-270),	(35,-240),	(35,-210),	(35,-180),	(35,-150),	(35,-120),	(35,-90),	(35,-60),	(35,-30),	(35,0),	(35,30),	(35,60),	(35,90),	(35,120),	(35,150),	(35,180),	(35,210),	(35,240),	(35,270),	(35,300),	
(65,-300),	(65,-270),	(65,-240),	(65,-210),	(65,-180),	(65,-150),	(65,-120),	(65,-90),	(65,-60),	(65,-30),	(65,0),	(65,30),	(65,60),	(65,90),	(65,120),	(65,150),	(65,180),	(65,210),	(65,240),	(65,270),	(65,300),	
(95,-300),	(95,-270),	(95,-240),	(95,-210),	(95,-180),	(95,-150),	(95,-120),	(95,-90),	(95,-60),	(95,-30),	(95,0),	(95,30),	(95,60),	(95,90),	(95,120),	(95,150),	(95,180),	(95,210),	(95,240),	(95,270),	(95,300),	
(125,-300),	(125,-270),	(125,-240),	(125,-210),	(125,-180),	(125,-150),	(125,-120),	(125,-90),	(125,-60),	(125,-30),	(125,0),	(125,30),	(125,60),	(125,90),	(125,120),	(125,150),	(125,180),	(125,210),	(125,240),	(125,270),	(125,300),	
(155,-300),	(155,-270),	(155,-240),	(155,-210),	(155,-180),	(155,-150),	(155,-120),	(155,-90),	(155,-60),	(155,-30),	(155,0),	(155,30),	(155,60),	(155,90),	(155,120),	(155,150),	(155,180),	(155,210),	(155,240),	(155,270),	(155,300),	
(185,-300),	(185,-270),	(185,-240),	(185,-210),	(185,-180),	(185,-150),	(185,-120),	(185,-90),	(185,-60),	(185,-30),	(185,0),	(185,30),	(185,60),	(185,90),	(185,120),	(185,150),	(185,180),	(185,210),	(185,240),	(185,270),	(185,300),	
(215,-300),	(215,-270),	(215,-240),	(215,-210),	(215,-180),	(215,-150),	(215,-120),	(215,-90),	(215,-60),	(215,-30),	(215,0),	(215,30),	(215,60),	(215,90),	(215,120),	(215,150),	(215,180),	(215,210),	(215,240),	(215,270),	(215,300),	
(245,-300),	(245,-270),	(245,-240),	(245,-210),	(245,-180),	(245,-150),	(245,-120),	(245,-90),	(245,-60),	(245,-30),	(245,0),	(245,30),	(245,60),	(245,90),	(245,120),	(245,150),	(245,180),	(245,210),	(245,240),	(245,270),	(245,300),	
(275,-300),	(275,-270),	(275,-240),	(275,-210),	(275,-180),	(275,-150),	(275,-120),	(275,-90),	(275,-60),	(275,-30),	(275,0),	(275,30),	(275,60),	(275,90),	(275,120),	(275,150),	(275,180),	(275,210),	(275,240),	(275,270),	(275,300),	
(305,-300),	(305,-270),	(305,-240),	(305,-210),	(305,-180),	(305,-150),	(305,-120),	(305,-90),	(305,-60),	(305,-30),	(305,0),	(305,30),	(305,60),	(305,90),	(305,120),	(305,150),	(305,180),	(305,210),	(305,240),	(305,270),	(305,300),	
(335,-300),	(335,-270),	(335,-240),	(335,-210),	(335,-180),	(335,-150),	(335,-120),	(335,-90),	(335,-60),	(335,-30),	(335,0),	(335,30),	(335,60),	(335,90),	(335,120),	(335,150),	(335,180),	(335,210),	(335,240),	(335,270),	(335,300),	
(365,-300),	(365,-270),	(365,-240),	(365,-210),	(365,-180),	(365,-150),	(365,-120),	(365,-90),	(365,-60),	(365,-30),	(365,0),	(365,30),	(365,60),	(365,90),	(365,120),	(365,150),	(365,180),	(365,210),	(365,240),	(365,270),	(365,300),	
(395,-300),	(395,-270),	(395,-240),	(395,-210),	(395,-180),	(395,-150),	(395,-120),	(395,-90),	(395,-60),	(395,-30),	(395,0),	(395,30),	(395,60),	(395,90),	(395,120),	(395,150),	(395,180),	(395,210),	(395,240),	(395,270),	(395,300),	
(425,-300),	(425,-270),	(425,-240),	(425,-210),	(425,-180),	(425,-150),	(425,-120),	(425,-90),	(425,-60),	(425,-30),	(425,0),	(425,30),	(425,60),	(425,90),	(425,120),	(425,150),	(425,180),	(425,210),	(425,240),	(425,270),	(425,300),	
(455,-300),	(455,-270),	(455,-240),	(455,-210),	(455,-180),	(455,-150),	(455,-120),	(455,-90),	(455,-60),	(455,-30),	(455,0),	(455,30),	(455,60),	(455,90),	(455,120),	(455,150),	(455,180),	(455,210),	(455,240),	(455,270),	(455,300),	
(485,-300),	(485,-270),	(485,-240),	(485,-210),	(485,-180),	(485,-150),	(485,-120),	(485,-90),	(485,-60),	(485,-30),	(485,0),	(485,30),	(485,60),	(485,90),	(485,120),	(485,150),	(485,180),	(485,210),	(485,240),	(485,270),	(485,300),	
(515,-300),	(515,-270),	(515,-240),	(515,-210),	(515,-180),	(515,-150),	(515,-120),	(515,-90),	(515,-60),	(515,-30),	(515,0),	(515,30),	(515,60),	(515,90),	(515,120),	(515,150),	(515,180),	(515,210),	(515,240),	(515,270),	(515,300),	
(545,-300),	(545,-270),	(545,-240),	(545,-210),	(545,-180),	(545,-150),	(545,-120),	(545,-90),	(545,-60),	(545,-30),	(545,0),	(545,30),	(545,60),	(545,90),	(545,120),	(545,150),	(545,180),	(545,210),	(545,240),	(545,270),	(545,300),	
(575,-300),	(575,-270),	(575,-240),	(575,-210),	(575,-180),	(575,-150),	(575,-120),	(575,-90),	(575,-60),	(575,-30),	(575,0),	(575,30),	(575,60),	(575,90),	(575,120),	(575,150),	(575,180),	(575,210),	(575,240),	(575,270),	(575,300),	
(605,-300),	(605,-270),	(605,-240),	(605,-210),	(605,-180),	(605,-150),	(605,-120),	(605,-90),	(605,-60),	(605,-30),	(605,0),	(605,30),	(605,60),	(605,90),	(605,120),	(605,150),	(605,180),	(605,210),	(605,240),	(605,270),	(605,300),	
Here are vertices : 
-300.0,360.0,0.0,0.0,1.0,
330.0,360.0,0.0,0.0,1.0,
330.0,290.0,0.0,0.0,1.0,
-300.0,360.0,0.0,0.0,1.0,
-300.0,290.0,0.0,0.0,1.0,
330.0,290.0,0.0,0.0,1.0,
-300.0,-340.0,1.0,1.0,1.0,
-270.0,-340.0,1.0,1.0,1.0,
-270.0,-310.0,1.0,1.0,1.0,
-300.0,-340.0,1.0,1.0,1.0,
-300.0,-310.0,1.0,1.0,1.0,
-270.0,-310.0,1.0,1.0,1.0,
-270.0,-340.0,1.0,1.0,1.0,
-240.0,-340.0,1.0,1.0,1.0,
-240.0,-310.0,1.0,1.0,1.0,
-270.0,-340.0,1.0,1.0,1.0,
-270.0,-310.0,1.0,1.0,1.0,
-240.0,-310.0,1.0,1.0,1.0,
-240.0,-340.0,1.0,1.0,1.0,
-210.0,-340.0,1.0,1.0,1.0,
-210.0,-310.0,1.0,1.0,1.0,
-240.0,-340.0,1.0,1.0,1.0,
-240.0,-310.0,1.0,1.0,1.0,
-210.0,-310.0,1.0,1.0,1.0,
-210.0,-340.0,1.0,1.0,1.0,
-180.0,-340.0,1.0,1.0,1.0,
-180.0,-310.0,1.0,1.0,1.0,
-210.0,-340.0,1.0,1.0,1.0,
-210.0,-310.0,1.0,1.0,1.0,
-180.0,-310.0,1.0,1.0,1.0,
-180.0,-340.0,1.0,1.0,1.0,
-150.0,-340.0,1.0,1.0,1.0,
-150.0,-310.0,1.0,1.0,1.0,
-180.0,-340.0,1.0,1.0,1.0,
-180.0,-310.0,1.0,1.0,1.0,
-150.0,-310.0,1.0,1.0,1.0,
-150.0,-340.0,0.0,0.0,0.0,
-120.0,-340.0,0.0,0.0,0.0,
-120.0,-310.0,0.0,0.0,0.0,
-150.0,-340.0,0.0,0.0,0.0,
-150.0,-310.0,0.0,0.0,0.0,
-120.0,-310.0,0.0,0.0,0.0,
-120.0,-340.0,1.0,1.0,1.0,
-90.0,-340.0,1.0,1.0,1.0,
-90.0,-310.0,1.0,1.0,1.0,
-120.0,-340.0,1.0,1.0,1.0,
-120.0,-310.0,1.0,1.0,1.0,
-90.0,-310.0,1.0,1.0,1.0,
-90.0,-340.0,1.0,1.0,1.0,
-60.0,-340.0,1.0,1.0,1.0,
-60.0,-310.0,1.0,1.0,1.0,
-90.0,-340.0,1.0,1.0,1.0,
-90.0,-310.0,1.0,1.0,1.0,
-60.0,-310.0,1.0,1.0,1.0,
-60.0,-340.0,1.0,1.0,1.0,
-30.0,-340.0,1.0,1.0,1.0,
-30.0,-310.0,1.0,1.0,1.0,
-60.0,-340.0,1.0,1.0,1.0,
-60.0,-310.0,1.0,1.0,1.0,
-30.0,-310.0,1.0,1.0,1.0,
-30.0,-340.0,1.0,1.0,1.0,
0.0,-340.0,1.0,1.0,1.0,
0.0,-310.0,1.0,1.0,1.0,
-30.0,-340.0,1.0,1.0,1.0,
-30.0,-310.0,1.0,1.0,1.0,
0.0,-310.0,1.0,1.0,1.0,
0.0,-340.0,1.0,1.0,1.0,
30.0,-340.0,1.0,1.0,1.0,
30.0,-310.0,1.0,1.0,1.0,
0.0,-340.0,1.0,1.0,1.0,
0.0,-310.0,1.0,1.0,1.0,
30.0,-310.0,1.0,1.0,1.0,
30.0,-340.0,0.0,0.0,0.0,
60.0,-340.0,0.0,0.0,0.0,
60.0,-310.0,0.0,0.0,0.0,
30.0,-340.0,0.0,0.0,0.0,
30.0,-310.0,0.0,0.0,0.0,
60.0,-310.0,0.0,0.0,0.0,
60.0,-340.0,1.0,1.0,1.0,
90.0,-340.0,1.0,1.0,1.0,
90.0,-310.0,1.0,1.0,1.0,
60.0,-340.0,1.0,1.0,1.0,
60.0,-310.0,1.0,1.0,1.0,
90.0,-310.0,1.0,1.0,1.0,
90.0,-340.0,1.0,1.0,1.0,
120.0,-340.0,1.0,1.0,1.0,
120.0,-310.0,1.0,1.0,1.0,
90.0,-340.0,1.0,1.0,1.0,
90.0,-310.0,1.0,1.0,1.0,
120.0,-310.0,1.0,1.0,1.0,
120.0,-340.0,1.0,1.0,1.0,
150.0,-340.0,1.0,1.0,1.0,
150.0,-310.0,1.0,1.0,1.0,
120.0,-340.0,1.0,1.0,1.0,
120.0,-310.0,1.0,1.0,1.0,
150.0,-310.0,1.0,1.0,1.0,
150.0,-340.0,1.0,1.0,1.0,
180.0,-340.0,1.0,1.0,1.0,
180.0,-310.0,1.0,1.0,1.0,
150.0,-340.0,1.0,1.0,1.0,
150.0,-310.0,1.0,1.0,1.0,
180.0,-310.0,1.0,1.0,1.0,
180.0,-340.0,1.0,1.0,1.0,
210.0,-340.0,1.0,1.0,1.0,
210.0,-310.0,1.0,1.0,1.0,
180.0,-340.0,1.0,1.0,1.0,
180.0,-310.0,1.0,1.0,1.0,
210.0,-310.0,1.0,1.0,1.0,
210.0,-340.0,0.0,0.0,0.0,
240.0,-340.0,0.0,0.0,0.0,
240.0,-310.0,0.0,0.0,0.0,
210.0,-340.0,0.0,0.0,0.0,
210.0,-310.0,0.0,0.0,0.0,
240.0,-310.0,0.0,0.0,0.0,
240.0,-340.0,1.0,1.0,1.0,
270.0,-340.0,1.0,1.0,1.0,
270.0,-310.0,1.0,1.0,1.0,
240.0,-340.0,1.0,1.0,1.0,
240.0,-310.0,1.0,1.0,1.0,
270.0,-310.0,1.0,1.0,1.0,
270.0,-340.0,1.0,1.0,1.0,
300.0,-340.0,1.0,1.0,1.0,
300.0,-310.0,1.0,1.0,1.0,
270.0,-340.0,1.0,1.0,1.0,
270.0,-310.0,1.0,1.0,1.0,
300.0,-310.0,1.0,1.0,1.0,
300.0,-340.0,1.0,1.0,1.0,
330.0,-340.0,1.0,1.0,1.0,
330.0,-310.0,1.0,1.0,1.0,
300.0,-340.0,1.0,1.0,1.0,
300.0,-310.0,1.0,1.0,1.0,
330.0,-310.0,1.0,1.0,1.0,
-300.0,-310.0,1.0,1.0,1.0,
-270.0,-310.0,1.0,1.0,1.0,
-270.0,-280.0,1.0,1.0,1.0,
-300.0,-310.0,1.0,1.0,1.0,
